City,Town,Count,households,population,time,households_per_count,population_per_count,Dispersion,SpatialEntropy
新北市,三峽區,21,46754,115335,113Y12M,2226.3809523809523,5492.142857142857,0.05674680676666414,2.3972668659781817
新北市,三芝區,9,10090,22080,113Y12M,1121.111111111111,2453.3333333333335,0.028190342069496,1.8310204811135162
新北市,三重區,35,165752,383355,113Y12M,4735.771428571428,10953.0,0.016256008802886607,3.183922421665312
新北市,中和區,23,177153,405956,113Y12M,7702.304347826087,17650.260869565216,0.019930507375129497,2.630554953636816
新北市,五股區,12,39187,93860,113Y12M,3265.5833333333335,7821.666666666667,0.020418372560628745,2.484906649788001
新北市,八里區,14,18446,42674,113Y12M,1317.5714285714287,3048.1428571428573,0.042728571670766595,2.2055983590263932
新北市,土城區,28,97113,241224,113Y12M,3468.3214285714284,8615.142857142857,0.017301632421076227,2.7193909217036594
新北市,坪林區,8,2560,6324,113Y12M,320.0,790.5,0.01281655716108292,1.6674619334292948
新北市,平溪區,11,2126,4049,113Y12M,193.27272727272728,368.09090909090907,0.029057730044156696,2.2718685126965625
新北市,新店區,36,138508,306571,113Y12M,3847.4444444444443,8515.861111111111,0.030890632672278193,3.077816806102434
新北市,新莊區,37,171874,423503,113Y12M,4645.243243243243,11446.027027027027,0.024442393117479422,2.9223625979436143
新北市,板橋區,40,231201,553538,113Y12M,5780.025,13838.45,0.022302024712851684,3.233747534995629
新北市,林口區,29,57446,136075,113Y12M,1980.896551724138,4692.241379310345,0.03391984272338755,2.384474902214816
新北市,樹林區,21,69770,178981,113Y12M,3322.3809523809523,8522.904761904761,0.027883433853459233,2.623521756271808
新北市,永和區,16,93645,213742,113Y12M,5852.8125,13358.875,0.01164003639822884,2.599301927099795
新北市,汐止區,26,97707,210817,113Y12M,3757.9615384615386,8108.346153846154,0.030726428192498323,2.651462456633661
新北市,泰山區,17,30839,77667,113Y12M,1814.0588235294117,4568.64705882353,0.012700106107160544,2.670119889806817
新北市,淡水區,39,96988,200726,113Y12M,2486.871794871795,5146.820512820513,0.04166574914042667,2.3879142359527488
新北市,深坑區,8,10239,23636,113Y12M,1279.875,2954.5,0.015174892299771814,1.9061547465398496
新北市,烏來區,7,1911,6309,113Y12M,273.0,901.2857142857143,0.05657097090085631,1.7478680974667573
新北市,瑞芳區,23,16042,36330,113Y12M,697.4782608695652,1579.5652173913043,0.03758018986038064,2.4872576985931496
新北市,石碇區,8,3340,7068,113Y12M,417.5,883.5,0.03763743969377735,1.7328679513998633
新北市,石門區,13,4250,10397,113Y12M,326.9230769230769,799.7692307692307,0.025045365713330596,2.031759218569271
新北市,萬里區,16,7728,20622,113Y12M,483.0,1288.875,0.03189213088006947,2.3933121229745242
新北市,蘆洲區,21,76666,198359,113Y12M,3650.7619047619046,9445.666666666666,0.011191731826276988,2.978508420527237
新北市,貢寮區,19,4240,10719,113Y12M,223.1578947368421,564.1578947368421,0.04819379302366616,2.5796246736085746
新北市,金山區,16,7414,20059,113Y12M,463.375,1253.6875,0.02124803396003491,2.306668725404531
新北市,雙溪區,13,3532,7686,113Y12M,271.6923076923077,591.2307692307693,0.04437341432531532,2.351673301904631
新北市,鶯歌區,14,35294,89339,113Y12M,2521.0,6381.357142857143,0.016854852448127355,2.5400363038209806
